(245.8, 1.0, 266.4) || Unit (12)
(245.7, 1.0, 269.8) || Unit (14)
(249.8, 1.0, 270.9) || Unit (10)
(246.4, 1.0, 268.7) || Unit (13)
(251.2, 1.0, 268.8) || Unit (11)
(245.5, 1.0, 268.3) || Unit (6)
(245.8, 1.0, 271.3) || Unit (8)
(249.7, 1.0, 266.8) || Unit (5)
(248.3, 1.0, 269.2) || Unit (9)
(248.2, 1.0, 271.2) || Unit (7)
(244.7, 1.0, 270.5) || Unit (2)
(250.6, 1.0, 271.6) || Unit (4)
(243.8, 1.0, 269.6) || Unit
(249.5, 1.0, 267.9) || Unit (3)
(246.7, 1.0, 270.4) || Unit (1)
